path,label
train_2/0.wav,2
train_3/1.wav,3
train_2/2.wav,2
train_3/3.wav,3
train_3/4.wav,3
train_0/5.wav,0
train_2/6.wav,2
train_3/7.wav,3
train_1/8.wav,1
train_1/9.wav,1
train_0/10.wav,0
train_3/11.wav,3
train_0/12.wav,0
train_1/13.wav,1
train_0/14.wav,0
train_2/15.wav,2
train_0/16.wav,0
train_3/17.wav,3
train_2/18.wav,2
train_1/19.wav,1
train_3/20.wav,3
train_3/21.wav,3
train_1/22.wav,1
train_3/23.wav,3
train_2/24.wav,2
train_2/25.wav,2
train_0/26.wav,0
train_0/27.wav,0
train_1/28.wav,1
train_3/29.wav,3
train_0/30.wav,0
train_1/31.wav,1
train_0/32.wav,0
train_2/33.wav,2
train_0/34.wav,0
train_2/35.wav,2
train_1/36.wav,1
train_1/37.wav,1
train_0/38.wav,0
train_0/39.wav,0
train_1/40.wav,1
train_0/41.wav,0
train_3/42.wav,3
train_3/43.wav,3
train_1/44.wav,1
train_3/45.wav,3
train_3/46.wav,3
train_0/47.wav,0
train_0/48.wav,0
train_1/49.wav,1
train_0/50.wav,0
train_0/51.wav,0
train_1/52.wav,1
train_1/53.wav,1
train_2/54.wav,2
train_0/55.wav,0
train_2/56.wav,2
train_3/57.wav,3
train_3/58.wav,3
train_3/59.wav,3
train_1/60.wav,1
train_2/61.wav,2
train_0/62.wav,0
train_3/63.wav,3
train_3/64.wav,3
train_2/65.wav,2
train_0/66.wav,0
train_2/67.wav,2
train_3/68.wav,3
train_3/69.wav,3
train_3/70.wav,3
train_1/71.wav,1
train_0/72.wav,0
train_0/73.wav,0
train_2/74.wav,2
train_3/75.wav,3
train_1/76.wav,1
train_0/77.wav,0
train_3/78.wav,3
train_1/79.wav,1
train_2/80.wav,2
train_3/81.wav,3
train_0/82.wav,0
train_3/83.wav,3
train_2/84.wav,2
train_0/85.wav,0
train_1/86.wav,1
train_3/87.wav,3
train_3/88.wav,3
train_3/89.wav,3
train_0/90.wav,0
train_3/91.wav,3
train_3/92.wav,3
train_2/93.wav,2
train_1/94.wav,1
train_1/95.wav,1
train_3/96.wav,3
train_0/97.wav,0
train_3/98.wav,3
train_3/99.wav,3
train_2/100.wav,2
train_1/101.wav,1
train_1/102.wav,1
train_0/103.wav,0
train_0/104.wav,0
train_0/105.wav,0
train_3/106.wav,3
train_0/107.wav,0
train_2/108.wav,2
train_0/109.wav,0
train_1/110.wav,1
train_0/111.wav,0
train_3/112.wav,3
train_1/113.wav,1
train_2/114.wav,2
train_0/115.wav,0
train_2/116.wav,2
train_2/117.wav,2
train_3/118.wav,3
train_3/119.wav,3
train_0/120.wav,0
train_1/121.wav,1
train_1/122.wav,1
train_1/123.wav,1
train_2/124.wav,2
train_1/125.wav,1
train_2/126.wav,2
train_0/127.wav,0
train_2/128.wav,2
train_2/129.wav,2
train_0/130.wav,0
train_0/131.wav,0
train_2/132.wav,2
train_3/133.wav,3
train_3/134.wav,3
train_1/135.wav,1
train_1/136.wav,1
train_3/137.wav,3
train_0/138.wav,0
train_0/139.wav,0
train_0/140.wav,0
train_3/141.wav,3
train_2/142.wav,2
train_1/143.wav,1
train_1/144.wav,1
train_1/145.wav,1
train_1/146.wav,1
train_1/147.wav,1
train_3/148.wav,3
train_0/149.wav,0
train_1/150.wav,1
train_3/151.wav,3
train_2/152.wav,2
train_3/153.wav,3
train_1/154.wav,1
train_3/155.wav,3
train_1/156.wav,1
train_0/157.wav,0
train_1/158.wav,1
train_0/159.wav,0
train_2/160.wav,2
train_0/161.wav,0
train_2/162.wav,2
train_0/163.wav,0
train_1/164.wav,1
train_1/165.wav,1
train_3/166.wav,3
train_3/167.wav,3
train_3/168.wav,3
train_2/169.wav,2
train_0/170.wav,0
train_0/171.wav,0
train_3/172.wav,3
train_2/173.wav,2
train_1/174.wav,1
train_2/175.wav,2
train_2/176.wav,2
train_1/177.wav,1
train_1/178.wav,1
train_3/179.wav,3
train_1/180.wav,1
train_1/181.wav,1
train_1/182.wav,1
train_2/183.wav,2
train_2/184.wav,2
train_1/185.wav,1
train_0/186.wav,0
train_2/187.wav,2
train_2/188.wav,2
train_2/189.wav,2
train_3/190.wav,3
train_2/191.wav,2
train_1/192.wav,1
train_0/193.wav,0
train_1/194.wav,1
train_1/195.wav,1
train_2/196.wav,2
train_2/197.wav,2
train_2/198.wav,2
train_0/199.wav,0
train_1/200.wav,1
train_1/201.wav,1
train_3/202.wav,3
train_2/203.wav,2
train_2/204.wav,2
train_2/205.wav,2
train_3/206.wav,3
train_1/207.wav,1
train_1/208.wav,1
train_3/209.wav,3
train_2/210.wav,2
train_1/211.wav,1
train_0/212.wav,0
train_2/213.wav,2
train_0/214.wav,0
train_1/215.wav,1
train_2/216.wav,2
train_1/217.wav,1
train_3/218.wav,3
train_3/219.wav,3
train_2/220.wav,2
train_0/221.wav,0
train_2/222.wav,2
train_3/223.wav,3
train_0/224.wav,0
train_2/225.wav,2
train_1/226.wav,1
train_1/227.wav,1
train_3/228.wav,3
train_3/229.wav,3
train_0/230.wav,0
train_1/231.wav,1
train_1/232.wav,1
train_0/233.wav,0
train_2/234.wav,2
train_2/235.wav,2
train_0/236.wav,0
train_2/237.wav,2
train_1/238.wav,1
train_0/239.wav,0
train_1/240.wav,1
train_2/241.wav,2
train_3/242.wav,3
train_3/243.wav,3
train_2/244.wav,2
train_3/245.wav,3
train_0/246.wav,0
train_0/247.wav,0
train_1/248.wav,1
train_0/249.wav,0
train_0/250.wav,0
train_2/251.wav,2
train_1/252.wav,1
train_1/253.wav,1
train_0/254.wav,0
train_3/255.wav,3
train_1/256.wav,1
train_1/257.wav,1
train_0/258.wav,0
train_0/259.wav,0
train_3/260.wav,3
train_2/261.wav,2
train_2/262.wav,2
train_1/263.wav,1
train_3/264.wav,3
train_2/265.wav,2
train_1/266.wav,1
train_1/267.wav,1
train_0/268.wav,0
train_1/269.wav,1
train_3/270.wav,3
train_1/271.wav,1
train_0/272.wav,0
train_3/273.wav,3
train_2/274.wav,2
train_0/275.wav,0
train_2/276.wav,2
train_0/277.wav,0
train_2/278.wav,2
train_1/279.wav,1
train_1/280.wav,1
train_2/281.wav,2
train_0/282.wav,0
train_3/283.wav,3
train_0/284.wav,0
train_0/285.wav,0
train_2/286.wav,2
train_3/287.wav,3
train_1/288.wav,1
train_3/289.wav,3
train_0/290.wav,0
train_2/291.wav,2
train_1/292.wav,1
train_2/293.wav,2
train_0/294.wav,0
train_3/295.wav,3
train_0/296.wav,0
train_2/297.wav,2
train_0/298.wav,0
train_1/299.wav,1
train_3/300.wav,3
train_1/301.wav,1
train_3/302.wav,3
train_0/303.wav,0
train_1/304.wav,1
train_3/305.wav,3
train_0/306.wav,0
train_0/307.wav,0
train_0/308.wav,0
train_0/309.wav,0
train_1/310.wav,1
train_2/311.wav,2
train_2/312.wav,2
train_0/313.wav,0
train_1/314.wav,1
train_2/315.wav,2
train_0/316.wav,0
train_2/317.wav,2
train_3/318.wav,3
train_2/319.wav,2
train_0/320.wav,0
train_1/321.wav,1
train_1/322.wav,1
train_1/323.wav,1
train_1/324.wav,1
train_2/325.wav,2
train_1/326.wav,1
train_2/327.wav,2
train_0/328.wav,0
train_0/329.wav,0
train_3/330.wav,3
train_0/331.wav,0
train_0/332.wav,0
train_0/333.wav,0
train_1/334.wav,1
train_0/335.wav,0
train_2/336.wav,2
train_2/337.wav,2
train_2/338.wav,2
train_2/339.wav,2
train_0/340.wav,0
train_3/341.wav,3
train_2/342.wav,2
train_0/343.wav,0
train_1/344.wav,1
train_3/345.wav,3
train_1/346.wav,1
train_0/347.wav,0
train_1/348.wav,1
train_0/349.wav,0
train_0/350.wav,0
train_3/351.wav,3
train_3/352.wav,3
train_0/353.wav,0
train_2/354.wav,2
train_2/355.wav,2
train_2/356.wav,2
train_1/357.wav,1
train_1/358.wav,1
train_2/359.wav,2
train_2/360.wav,2
train_1/361.wav,1
train_0/362.wav,0
train_3/363.wav,3
train_2/364.wav,2
train_3/365.wav,3
train_3/366.wav,3
train_3/367.wav,3
train_0/368.wav,0
train_1/369.wav,1
train_3/370.wav,3
train_2/371.wav,2
train_0/372.wav,0
train_1/373.wav,1
train_0/374.wav,0
train_3/375.wav,3
train_3/376.wav,3
train_3/377.wav,3
train_2/378.wav,2
train_0/379.wav,0
train_3/380.wav,3
train_1/381.wav,1
train_2/382.wav,2
train_0/383.wav,0
train_0/384.wav,0
train_2/385.wav,2
train_0/386.wav,0
train_2/387.wav,2
train_1/388.wav,1
train_3/389.wav,3
train_1/390.wav,1
train_2/391.wav,2
train_0/392.wav,0
train_1/393.wav,1
train_3/394.wav,3
train_2/395.wav,2
train_0/396.wav,0
train_2/397.wav,2
train_0/398.wav,0
train_2/399.wav,2
train_1/400.wav,1
train_1/401.wav,1
train_3/402.wav,3
train_0/403.wav,0
train_0/404.wav,0
train_2/405.wav,2
train_0/406.wav,0
train_2/407.wav,2
train_0/408.wav,0
train_3/409.wav,3
train_2/410.wav,2
train_2/411.wav,2
train_0/412.wav,0
train_0/413.wav,0
train_2/414.wav,2
train_3/415.wav,3
train_0/416.wav,0
train_1/417.wav,1
train_1/418.wav,1
train_2/419.wav,2
train_3/420.wav,3
train_2/421.wav,2
train_2/422.wav,2
train_1/423.wav,1
train_2/424.wav,2
train_2/425.wav,2
train_0/426.wav,0
train_3/427.wav,3
train_0/428.wav,0
train_3/429.wav,3
train_0/430.wav,0
train_1/431.wav,1
train_0/432.wav,0
train_3/433.wav,3
train_1/434.wav,1
train_0/435.wav,0
train_3/436.wav,3
train_3/437.wav,3
train_3/438.wav,3
train_2/439.wav,2
train_1/440.wav,1
train_1/441.wav,1
train_1/442.wav,1
train_3/443.wav,3
train_2/444.wav,2
train_2/445.wav,2
train_1/446.wav,1
train_1/447.wav,1
train_3/448.wav,3
train_2/449.wav,2
train_1/450.wav,1
train_3/451.wav,3
train_3/452.wav,3
train_1/453.wav,1
train_1/454.wav,1
train_0/455.wav,0
train_3/456.wav,3
train_0/457.wav,0
train_2/458.wav,2
train_3/459.wav,3
train_0/460.wav,0
train_0/461.wav,0
train_0/462.wav,0
train_3/463.wav,3
train_1/464.wav,1
train_3/465.wav,3
train_2/466.wav,2
train_0/467.wav,0
train_0/468.wav,0
train_1/469.wav,1
train_1/470.wav,1
train_3/471.wav,3
train_0/472.wav,0
train_0/473.wav,0
train_2/474.wav,2
train_2/475.wav,2
train_2/476.wav,2
train_1/477.wav,1
train_3/478.wav,3
train_3/479.wav,3
train_3/480.wav,3
train_3/481.wav,3
train_3/482.wav,3
train_1/483.wav,1
train_0/484.wav,0
train_0/485.wav,0
train_1/486.wav,1
train_3/487.wav,3
train_1/488.wav,1
train_1/489.wav,1
train_2/490.wav,2
train_1/491.wav,1
train_2/492.wav,2
train_1/493.wav,1
train_3/494.wav,3
train_1/495.wav,1
train_1/496.wav,1
train_3/497.wav,3
train_1/498.wav,1
train_3/499.wav,3
train_2/500.wav,2
train_0/501.wav,0
train_3/502.wav,3
train_0/503.wav,0
train_3/504.wav,3
train_3/505.wav,3
train_1/506.wav,1
train_0/507.wav,0
train_2/508.wav,2
train_3/509.wav,3
train_0/510.wav,0
train_1/511.wav,1
train_2/512.wav,2
train_3/513.wav,3
train_1/514.wav,1
train_3/515.wav,3
train_0/516.wav,0
train_2/517.wav,2
train_1/518.wav,1
train_1/519.wav,1
train_0/520.wav,0
train_2/521.wav,2
train_2/522.wav,2
train_0/523.wav,0
train_3/524.wav,3
train_1/525.wav,1
train_1/526.wav,1
train_0/527.wav,0
train_1/528.wav,1
train_2/529.wav,2
train_3/530.wav,3
train_2/531.wav,2
train_2/532.wav,2
train_0/533.wav,0
train_1/534.wav,1
train_0/535.wav,0
train_2/536.wav,2
train_0/537.wav,0
train_0/538.wav,0
train_1/539.wav,1
train_1/540.wav,1
train_2/541.wav,2
train_0/542.wav,0
train_3/543.wav,3
train_1/544.wav,1
train_0/545.wav,0
train_2/546.wav,2
train_1/547.wav,1
train_0/548.wav,0
train_2/549.wav,2
train_0/550.wav,0
train_1/551.wav,1
train_3/552.wav,3
train_1/553.wav,1
train_2/554.wav,2
train_3/555.wav,3
train_2/556.wav,2
train_3/557.wav,3
train_1/558.wav,1
train_1/559.wav,1
train_3/560.wav,3
